feature_eliminada,f1_base,f1_sin_feature,delta_f1,eliminable_provisional,tiempo_segundos
tipo_lugar,0.5676418203131641,0.5771609287009623,0.009519108387798125,True,79.36824899999192
franja_horaria,0.5676418203131641,0.5706266619327921,0.002984841619627976,True,73.20910639996873
discapacidad,0.5676418203131641,0.5601990098759905,-0.0074428104371736525,False,74.52882100001443
coordenada_y,0.5676418203131641,0.5588467551521347,-0.008795065161029458,False,74.15360179997515
es_fin_semana,0.5676418203131641,0.5384658453811197,-0.02917597493204438,False,77.59790619998239
