zona,subzona,distrito,provincia,canton,coordenada_y,coordenada_x,area_hecho,lugar,tipo_lugar,presunta_motivacion,presun_motiva_observada,edad,sexo,etnia,estado_civil,nacionalidad,discapacidad,dia_semana,es_fin_semana,hora,franja_horaria,y
ZONA 1,SUCUMBIOS,SHUSHUFINDI,SUCUMBIOS,SHUSHUFINDI,-0.1861406999999989,-76.66009309999998,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA INTRAFAMILIAR,MALTRATO,39,MUJER,MESTIZO/A,SOLTERO,COLOMBIA,NINGUNA,0,0,1,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.05319,-79.94364,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,50,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,8,MANANA,OTRAS
ZONA 7,LOJA,LOJA,LOJA,LOJA,-4.00438,-79.19341,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,14,TARDE,OTRAS
ZONA 5,GUAYAS,PEDRO CARBO,GUAYAS,PEDRO CARBO,-1.72207,-80.23364,RURAL,RIO,PUBLICO,DELINCUENCIA COMUN,SECUESTRO EXPRESS,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,EL TRIUNFO BUCAY,GUAYAS,EL TRIUNFO,-2.33772708875001,-79.40097615122798,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),41,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,3,MADRUGADA,ARMA_FUEGO
ZONA 9,D.M. QUITO,CALDERON,PICHINCHA,QUITO,-0.111138266666561,-78.447430729866,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,45,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,3,0,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.122856,-79.966814,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,11,MANANA,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.965,-79.6505,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,4,0,16,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,MODELO,GUAYAS,GUAYAQUIL,-2.15449,-79.89195,URBANO,CENTROS COMERCIALES,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,38,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,21,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABAHOYO,-1.892594,-79.380274,RURAL,FINCA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,25,HOMBRE,MESTIZO/A,EN UNION DE HECHO,ECUADOR,NINGUNA,4,0,15,TARDE,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.13025,-79.96725,URBANO,QUEBRADAS,PUBLICO,DELINCUENCIA COMUN,AMENAZA,22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,12,TARDE,ARMA_BLANCA
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.91509,-79.69725,URBANO,CENTROS DE REHABILITACION SOCIAL,PRIVADO,DELINCUENCIA COMUN,AMENAZA,18,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,2,MADRUGADA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.23657,-79.8982,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),37,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,23,NOCHE,ARMA_FUEGO
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.2563,-79.93741,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,48,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,14,TARDE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ELOY ALFARO - ESM,ESMERALDAS,ELOY ALFARO,0.82556,-79.11161,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,58,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,18,NOCHE,OTRAS
ZONA 9,D.M. QUITO,QUITUMBE,PICHINCHA,QUITO,-0.2962275658402809,-78.56592965152228,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,9,MANANA,ARMA_CONTUNDENTE
ZONA 5,SANTA ELENA,LIBERTAD SALINAS,SANTA ELENA,LA LIBERTAD,-2.22831652479951,-80.91134212911129,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,46,HOMBRE,BLANCO/A,SOLTERO,BRASIL,NINGUNA,0,0,10,MANANA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.08149,-79.92992,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,13,TARDE,ARMA_BLANCA
ZONA 1,IMBABURA,CIUDAD BLANCA,IMBABURA,IBARRA,0.44733,-78.00527,RURAL,RIO,PUBLICO,VIOLENCIA COMUNITARIA,EMOCIONAL,27,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,1,0,20,NOCHE,ARMA_BLANCA
ZONA 5,GUAYAS,PLAYAS,GUAYAS,PLAYAS,-2.62576,-80.36621,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,5,MADRUGADA,ARMA_BLANCA
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABAHOYO,-1.81295,-79.50838,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,30,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,23,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.17322,-79.82855,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,17,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,16,TARDE,ARMA_FUEGO
ZONA 1,ESMERALDAS,ESMERALDAS,ESMERALDAS,ESMERALDAS,0.70494,-79.69713,RURAL,RIO,PUBLICO,VIOLENCIA COMUNITARIA,LINCHAMIENTO,21,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,4,0,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,EL TRIUNFO BUCAY,GUAYAS,EL TRIUNFO,-2.33273,-79.40933,URBANO,HOSTALES,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,39,MUJER,MESTIZO/A,SOLTERO,OTROS,NINGUNA,0,0,23,NOCHE,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,VENTANAS,LOS RIOS,VENTANAS,-1.43771,-79.46997,URBANO,"FUNDACIONES, ASOCIACIONES Y ORGANIZACIONES",PRIVADO,VIOLENCIA COMUNITARIA,RINAS,38,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,9,MANANA,OTRAS
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.50923,-79.49621,RURAL,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,22,NOCHE,ARMA_BLANCA
ZONA 5,BOLIVAR,SUBTROPICO,BOLIVAR,ECHEANDIA,-1.43235,-79.27818,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,62,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,0,0,9,MANANA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,9 DE OCTUBRE,GUAYAS,GUAYAQUIL,-2.2249,-79.91374,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),45,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,3,MADRUGADA,OTRAS
ZONA 6,AZUAY,PONCE ENRIQUEZ,AZUAY,CAMILO PONCE ENRIQUEZ,-3.05312,-79.70997,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,28,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,9,MANANA,ARMA_BLANCA
ZONA 4,MANABI,CHONE,MANABI,CHONE,-0.3987776003666649,-80.08027267875148,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,21,HOMBRE,MONTUBIO/A,SOLTERO,ECUADOR,NINGUNA,6,1,12,TARDE,ARMA_CONTUNDENTE
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO OESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.23291,-79.18755,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,11,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,OTRAS
ZONA 7,LOJA,LOJA,LOJA,LOJA,-3.90354,-79.25343,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,OTROS,SOLTERO,ECUADOR,NINGUNA,0,0,2,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.52538507472434,-80.00302505912259,RURAL,MAR,PUBLICO,DELINCUENCIA COMUN,AMENAZA,41,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,18,NOCHE,ARMA_CONTUNDENTE
ZONA 5,LOS RIOS,VINCES,LOS RIOS,VINCES,-1.56893,-79.74538,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,20,NOCHE,ARMA_BLANCA
ZONA 7,EL ORO,PASAJE,EL ORO,EL GUABO,-3.1395,-79.85606,RURAL,RANCHO,PRIVADO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),39,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,10,MANANA,ARMA_BLANCA
ZONA 9,D.M. QUITO,LOS CHILLOS,PICHINCHA,QUITO,-0.34129,-78.48556,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,44,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,23,NOCHE,ARMA_CONTUNDENTE
ZONA 1,SUCUMBIOS,LAGO AGRIO,SUCUMBIOS,LAGO AGRIO,0.0166,-76.88498,RURAL,CENTROS DE REHABILITACION SOCIAL,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,38,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,15,TARDE,ARMA_BLANCA
ZONA 6,AZUAY,CUENCA SUR,AZUAY,CUENCA,-3.08448,-78.976,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),22,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,16,TARDE,OTRAS
ZONA 8,D.M. GUAYAQUIL,PROGRESO,GUAYAS,GUAYAQUIL,-2.20602,-80.10624,RURAL,LAGUNA - LAGO,PUBLICO,DELINCUENCIA COMUN,AMENAZA,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,14,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PORTETE,GUAYAS,GUAYAQUIL,-2.22192,-79.94803,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,4,MADRUGADA,ARMA_BLANCA
ZONA 6,CANAR,LA TRONCAL,CANAR,LA TRONCAL,-2.46656,-79.43033,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,17,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,5,1,2,MADRUGADA,OTRAS
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.9884,-80.71317,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),38,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,22,NOCHE,ARMA_FUEGO
ZONA 5,GUAYAS,EL TRIUNFO BUCAY,GUAYAS,EL TRIUNFO,-2.33138,-79.40933,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),22,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,6,MANANA,ARMA_FUEGO
ZONA 5,LOS RIOS,BUENA FE,LOS RIOS,BUENA FE,-0.88793,-79.48869,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,43,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,1,0,0,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,MILAGRO,GUAYAS,MILAGRO,-2.12145312188226,-79.58496333530499,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,68,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,2,MADRUGADA,ARMA_CONTUNDENTE
ZONA 3,TUNGURAHUA,PILLARO,TUNGURAHUA,SANTIAGO DE PILLARO,-1.18429,-78.52754,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,56,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,11,MANANA,ARMA_BLANCA
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.26330099999999,-79.99399599999998,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,10,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,12,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,DURAN,GUAYAS,DURAN,-2.18405,-79.83025,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,24,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_BLANCA
ZONA 5,GUAYAS,PLAYAS,GUAYAS,PLAYAS,-2.63718,-80.39139,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,19,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,17,TARDE,ARMA_FUEGO
ZONA 5,LOS RIOS,VINCES,LOS RIOS,VINCES,-1.640273,-79.796473,RURAL,INTERIOR DE VEHICULO PARTICULAR,PRIVADO,DELINCUENCIA COMUN,AMENAZA,53,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,15,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PROGRESO,GUAYAS,GUAYAQUIL,-2.61194,-80.25555,URBANO,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,ROBO A PERSONAS,32,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,13,TARDE,ARMA_BLANCA
ZONA 3,TUNGURAHUA,AMBATO SUR,TUNGURAHUA,AMBATO,-1.29286,-78.61635,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,22,HOMBRE,MESTIZO/A,SOLTERO,VENEZUELA,NINGUNA,6,1,6,MANANA,ARMA_CONTUNDENTE
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.24575,-79.89444,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,19,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,QUEVEDO,LOS RIOS,QUEVEDO,-1.02129,-79.45717,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,56,HOMBRE,MESTIZO/A,DIVORCIADO,ECUADOR,NINGUNA,0,0,21,NOCHE,ARMA_FUEGO
ZONA 1,SUCUMBIOS,SHUSHUFINDI,SUCUMBIOS,SHUSHUFINDI,-0.1922,-76.63489,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,MALTRATO,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_BLANCA
ZONA 7,LOJA,CATAMAYO,LOJA,CHAGUARPAMBA,-3.90282,-79.67724,RURAL,FINCA,PRIVADO,VIOLENCIA INTRAFAMILIAR,LITIGIO DE BIENES,48,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,5,MADRUGADA,ARMA_FUEGO
ZONA 9,D.M. QUITO,ELOY ALFARO - DMQ,PICHINCHA,QUITO,-0.24475,-78.51363,URBANO,CENTROS Y SUBCENTROS DE SALUD,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,16,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,1,MADRUGADA,ARMA_BLANCA
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO OESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.12006,-79.28803,RURAL,CASA/VILLA,PRIVADO,VIOLENCIA COMUNITARIA,EMOCIONAL,59,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,4,MADRUGADA,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,BALAO,-2.92487,-79.79204,RURAL,UNIVERSIDADES,PRIVADO,DELINCUENCIA COMUN,AMENAZA,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,20,NOCHE,ARMA_BLANCA
ZONA 7,EL ORO,MACHALA,EL ORO,MACHALA,-3.25515,-79.9709,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,39,HOMBRE,MESTIZO/A,CASADO,ECUADOR,FISICA,4,0,18,NOCHE,OTRAS
ZONA 9,D.M. QUITO,MANUELA SAENZ,PICHINCHA,QUITO,-0.22498,-78.50731,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,35,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,0,0,22,NOCHE,ARMA_BLANCA
ZONA 5,LOS RIOS,VENTANAS,LOS RIOS,QUINSALOMA,-1.13169,-79.33874,RURAL,FINCA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,7,MANANA,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.0908095,-79.9226809,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,25,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,0,MADRUGADA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,ESTEROS,GUAYAS,GUAYAQUIL,-2.23621,-79.93371,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,27,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,3,MADRUGADA,OTRAS
ZONA 4,MANABI,MANTA,MANABI,MANTA,-0.96664,-80.69224,URBANO,CASA/VILLA,PRIVADO,VIOLENCIA INTRAFAMILIAR,SENTIMENTAL,46,MUJER,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,16,TARDE,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.68295,-79.61292,URBANO,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,0,MADRUGADA,OTRAS
ZONA 4,MANABI,SUCRE,MANABI,SAN VICENTE,-0.4990979999999989,-80.36826499999998,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,45,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,6,1,10,MANANA,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.10341,-79.95874,URBANO,INTERIOR DE VEHICULO PARTICULAR,PRIVADO,DELINCUENCIA COMUN,ROBO DE CARROS,53,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,4,0,17,TARDE,OTRAS
ZONA 8,D.M. GUAYAQUIL,SUR - DMG,GUAYAS,GUAYAQUIL,-2.25338299183099,-79.87539553650998,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,69,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,22,NOCHE,ARMA_FUEGO
ZONA 4,MANABI,PORTOVIEJO,MANABI,PORTOVIEJO,-1.06946,-80.42202,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNOS DE DROGAS (MICROTRAFICO),27,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,FISICA,0,0,3,MADRUGADA,ARMA_CONTUNDENTE
ZONA 6,AZUAY,CUENCA NORTE,AZUAY,CUENCA,-2.89636784052231,-79.0520349657163,RURAL,TERRENO BALDIO,PUBLICO,DELINCUENCIA COMUN,ROBO A PERSONAS,38,HOMBRE,MESTIZO/A,CASADO,ECUADOR,NINGUNA,5,1,14,TARDE,ARMA_CONTUNDENTE
ZONA 5,GUAYAS,NARANJAL BALAO,GUAYAS,NARANJAL,-2.71047,-79.6461,RURAL,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,44,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,15,TARDE,OTRAS
ZONA 5,BOLIVAR,SUBTROPICO,BOLIVAR,ECHEANDIA,-1.45066400020038,-79.2883043456823,RURAL,NIGHT CLUBS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,31,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,19,NOCHE,ARMA_FUEGO
ZONA 5,LOS RIOS,BABAHOYO,LOS RIOS,BABAHOYO,-1.9602,-79.40042,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,26,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,20,NOCHE,ARMA_BLANCA
ZONA 5,GUAYAS,SALITRE,GUAYAS,SALITRE,-1.83074,-79.81044,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,AMENAZA,42,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,10,MANANA,ARMA_BLANCA
ZONA 3,CHIMBORAZO,RIOBAMBA,CHIMBORAZO,RIOBAMBA,-1.67609,-78.64284,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,20,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,4,0,15,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,PROGRESO,GUAYAS,GUAYAQUIL,-2.71124,-80.24455,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),29,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,2,MADRUGADA,ARMA_FUEGO
ZONA 1,CARCHI,MONTUFAR,CARCHI,MONTUFAR,0.5975669999999988,-77.83115599999998,URBANO,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,RINAS,21,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,7,MANANA,ARMA_CONTUNDENTE
ZONA 7,EL ORO,HUAQUILLAS,EL ORO,ARENILLAS,-3.54814,-80.07411,RURAL,VIA PUBLICA,PUBLICO,VIOLENCIA COMUNITARIA,EMOCIONAL,33,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,13,TARDE,ARMA_BLANCA
ZONA 8,D.M. GUAYAQUIL,NUEVA PROSPERINA,GUAYAS,GUAYAQUIL,-2.08907183878072,-79.9680859968066,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,AMENAZA,29,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,5,1,23,NOCHE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.06969,-79.89679,URBANO,VIA PUBLICA,PUBLICO,DELINCUENCIA COMUN,TRAFICO INTERNO DE DROGAS (MICROTRAFICO),37,MUJER,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,3,0,13,TARDE,ARMA_FUEGO
ZONA 8,D.M. GUAYAQUIL,PASCUALES,GUAYAS,GUAYAQUIL,-2.09591,-79.90651,URBANO,CASA/VILLA,PRIVADO,DELINCUENCIA COMUN,ROBO A DOMICILIOS,61,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,2,0,12,TARDE,OTRAS
ZONA 7,EL ORO,PASAJE,EL ORO,EL GUABO,-3.1704,-79.82779,RURAL,HACIENDAS,PRIVADO,VIOLENCIA COMUNITARIA,RINAS,40,HOMBRE,MESTIZO/A,SOLTERO,ECUADOR,NINGUNA,6,1,5,MADRUGADA,ARMA_BLANCA
ZONA 4,STO DGO DE LOS TSACHILAS,SANTO DOMINGO ESTE,STO DGO DE LOS TSACHILAS,SANTO DOMINGO,-0.47675,-79.34768,RURAL,HACIENDAS,PRIVADO,DELINCUENCIA COMUN,AMENAZA,19,HOMBRE,AFRO,SOLTERO,ECUADOR,NINGUNA,6,1,2,MADRUGADA,ARMA_BLANCA
