modelo,accuracy_train,f1_train,accuracy_val,precision_macro_val,recall_macro_val,f1_macro_val,log_loss_val,gap_f1_train_val,tiempo_segundos
XGBoost Default,0.7463431305536569,0.7457730145822058,0.6274322169059011,0.6264917276546128,0.6263118631745184,0.6259993867186484,0.8820063471794128,0.11977362786355739,2.76412859998527
XGBoost RandomizedSearch,0.7861244019138756,0.7857113718561122,0.6261562998405104,0.6261530441840437,0.6250822732489176,0.6249765690271526,0.8668544888496399,0.16073480282895958,732.8697579000145
XGBoost Manual,0.6596035543403964,0.6585532654828127,0.6197767145135566,0.6189409582718661,0.618451916195385,0.6177441109465387,0.9020106196403503,0.040809154536273984,8.377234299987322
